"Scan Time","Barcode","Is Manual Entered","Is Uploaded","Upload Time","Latitude","Longitude"
"2025-06-16 04:08:35.005","https://t.me/Paradise23E","N","Y","2025-06-16 04:08:35.188","",""
"2025-06-16 04:08:32.121","https://t.me/style_ValFm_music","N","Y","2025-06-16 04:08:32.324","",""
"2025-06-16 04:08:29.209","https://t.me/Nuru_Smart_Accessories","N","Y","2025-06-16 04:08:29.404","",""
"2025-06-16 04:08:26.397","https://t.me/Ele_music","N","Y","2025-06-16 04:08:26.567","",""
"2025-06-16 04:08:22.365","https://t.me/Deep_music_RU","N","Y","2025-06-16 04:08:22.534","",""
"2025-06-16 04:08:16.422","https://t.me/lianhua_n","N","Y","2025-06-16 04:08:16.637","",""
"2025-06-16 04:08:12.456","https://t.me/khmer_cc_tool_bot","N","Y","2025-06-16 04:08:12.658","",""
"2025-06-16 04:08:08.762","https://t.me/movies_filmy","N","Y","2025-06-16 04:08:08.967","",""
"2025-06-16 04:08:05.796","https://t.me/Hopemusic_old","N","Y","2025-06-16 04:08:05.984","",""
"2025-06-16 04:08:02.538","https://t.me/hackmanac_cybernews","N","Y","2025-06-16 04:08:02.733","",""
"2025-06-16 04:07:58.772","https://t.me/BillboardTopRap1","N","Y","2025-06-16 04:07:58.963","",""
"2025-06-16 04:07:56.108","https://t.me/Space_Deep_Music","N","Y","2025-06-16 04:07:56.332","",""
"2025-06-16 04:07:53.378","https://t.me/chinamusic8","N","Y","2025-06-16 04:07:53.576","",""
"2025-06-16 04:07:49.861","https://t.me/Chinese_qqmusic","N","Y","2025-06-16 04:07:50.062","",""
"2025-06-16 04:07:46.083","https://t.me/Technolovers","N","Y","2025-06-16 04:07:46.276","",""
"2025-06-16 04:07:43.252","https://t.me/topim","N","Y","2025-06-16 04:07:43.468","",""
"2025-06-16 04:07:40.307","https://t.me/singinginEnglish","N","Y","2025-06-16 04:07:40.513","",""
"2025-06-16 04:07:36.409","https://t.me/consonanses_yfit","N","Y","2025-06-16 04:07:36.605","",""
"2025-06-16 04:07:33.431","https://t.me/cafe_by_stellarwind","N","Y","2025-06-16 04:07:33.622","",""
"2025-06-16 04:07:28.401","https://t.me/techsalito","N","Y","2025-06-16 04:07:28.586","",""
"2025-06-16 04:07:24.886","https://t.me/comptonoldmusic","N","Y","2025-06-16 04:07:25.076","",""
"2025-06-16 04:07:21.488","https://t.me/iballad","N","Y","2025-06-16 04:07:21.672","",""
"2025-06-16 04:07:18.691","https://t.me/Ssoundonn","N","Y","2025-06-16 04:07:18.880","",""
"2025-06-16 04:07:15.527","https://t.me/powereuro","N","Y","2025-06-16 04:07:15.729","",""
"2025-06-16 04:07:11.250","https://t.me/MUSIC_EVENT_TIMe","N","Y","2025-06-16 04:07:11.432","",""
"2025-06-16 04:07:07.836","https://t.me/MP3S0NGS","N","Y","2025-06-16 04:07:08.028","",""
"2025-06-16 04:07:02.108","https://t.me/xitoy5676","N","Y","2025-06-16 04:07:02.300","",""
"2025-06-16 04:06:56.415","https://t.me/moymirtuta","N","Y","2025-06-16 04:06:56.614","",""
"2025-06-16 04:06:53.049","https://t.me/Chinesesongsforyou","N","Y","2025-06-16 04:06:53.251","",""
"2025-06-16 04:06:49.037","https://t.me/Buddha_Bar_Cafe","N","Y","2025-06-16 04:06:49.239","",""
"2025-06-16 04:06:45.989","https://t.me/songsdarii","N","Y","2025-06-16 04:06:46.182","",""
"2025-06-16 04:06:41.028","https://t.me/Buddha_Bar_Cafe","N","Y","2025-06-16 04:06:41.205","",""
"2025-06-16 04:06:37.998","https://t.me/AppleHindiFLAC","N","Y","2025-06-16 04:06:38.184","",""
"2025-06-16 04:06:34.986","https://t.me/AgateMusic","N","Y","2025-06-16 04:06:35.182","",""
"2025-06-16 04:06:31.304","https://t.me/jerofcscript","N","Y","2025-06-16 04:06:31.510","",""
"2025-06-16 04:06:28.323","https://t.me/CopilotOfficialBot","N","Y","2025-06-16 04:06:28.522","",""
"2025-06-16 04:06:25.441","https://t.me/midnight_chinesesong","N","Y","2025-06-16 04:06:25.632","",""
"2025-06-16 04:06:22.610","https://t.me/Chinese_singing_song","N","Y","2025-06-16 04:06:22.784","",""
"2025-06-16 04:06:17.132","https://t.me/dpdccareers","N","Y","2025-06-16 04:06:17.328","",""
"2025-06-16 04:06:13.985","https://t.me/NatDmusic","N","Y","2025-06-16 04:06:14.175","",""
"2025-06-16 04:06:10.611","https://t.me/xiaoyituoyibot","N","Y","2025-06-16 04:06:10.825","",""
"2025-06-16 04:06:07.378","https://t.me/RadioMusicRock","N","Y","2025-06-16 04:06:07.576","",""
"2025-06-16 04:06:03.778","https://t.me/yinyue76","N","Y","2025-06-16 04:06:03.980","",""
"2025-06-16 04:06:00.500","https://t.me/inEnglisssh","N","Y","2025-06-16 04:06:00.681","",""
"2025-06-16 04:05:56.587","https://t.me/techno_deluxe","N","Y","2025-06-16 04:05:56.772","",""
"2025-06-16 04:05:53.074","https://t.me/billboardchartsss","N","Y","2025-06-16 04:05:53.273","",""
"2025-06-16 04:05:49.741","https://t.me/YtbDownBot","N","Y","2025-06-16 04:05:49.943","",""
"2025-06-16 04:05:46.495","https://t.me/yin_yue_bot","N","Y","2025-06-16 04:05:46.688","",""
"2025-06-16 04:05:41.451","https://t.me/arraybsh","N","Y","2025-06-16 04:05:41.640","",""
"2025-06-16 04:05:38.238","https://t.me/forever_in_myhead","N","Y","2025-06-16 04:05:38.428","",""
"2025-06-16 04:05:34.072","https://t.me/rare_90s_hip_hop","N","Y","2025-06-16 04:05:34.276","",""
"2025-06-16 04:05:27.814","https://t.me/ting_yin_yue_bot","N","Y","2025-06-16 04:05:28.003","",""
"2025-06-16 04:05:24.734","https://t.me/jisou","N","Y","2025-06-16 04:05:24.918","",""
"2025-06-16 04:05:21.402","https://t.me/Dj_Dave_Music","N","Y","2025-06-16 04:05:21.584","",""
"2025-06-16 04:05:18.357","https://t.me/tomorrowland77","N","Y","2025-06-16 04:05:18.545","",""
"2025-06-16 04:05:14.677","https://t.me/deep_house_rf","N","Y","2025-06-16 04:05:14.877","",""
"2025-06-16 04:05:09.683","https://t.me/koreansongsNK","N","Y","2025-06-16 04:05:09.875","",""
"2025-06-16 04:05:06.716","https://t.me/breakbeatmusic","N","Y","2025-06-16 04:05:06.905","",""
"2025-06-16 04:05:03.518","https://t.me/MUSIC_SoUnD_69","N","Y","2025-06-16 04:05:03.717","",""
"2025-06-16 04:05:00.360","https://t.me/MUSICKHMER9","N","Y","2025-06-16 04:05:00.560","",""
"2025-06-16 04:04:57.227","https://t.me/yyeee11","N","Y","2025-06-16 04:04:57.429","",""
"2025-06-16 04:04:54.276","https://t.me/AudiobooksArchive","N","Y","2025-06-16 04:04:54.470","",""
"2025-06-16 04:04:49.750","https://t.me/TTILOVEYOU","N","Y","2025-06-16 04:04:49.922","",""
"2025-06-16 04:04:46.820","https://t.me/TiktokVideoDownloaderIDBot","N","Y","2025-06-16 04:04:47.001","",""
"2025-06-16 04:04:43.806","https://t.me/sad_songs_chilll","N","Y","2025-06-16 04:04:44.004","",""
"2025-06-16 04:04:40.639","https://t.me/HuanmengXBot","N","Y","2025-06-16 04:04:40.825","",""
"2025-06-16 04:04:36.297","https://t.me/airexe","N","Y","2025-06-16 04:04:36.480","",""
"2025-06-16 04:04:32.017","https://t.me/SlowedReverb_Songs","N","Y","2025-06-16 04:04:32.238","",""
"2025-06-16 04:04:28.385","https://t.me/TRCCambodiaVerifierBot","N","Y","2025-06-16 04:04:28.572","",""
"2025-06-16 04:04:24.908","https://t.me/privacyninjaosintbot","N","Y","2025-06-16 04:04:25.096","",""
"2025-06-16 04:04:20.228","https://t.me/HSK123456","N","Y","2025-06-16 04:04:20.409","",""
"2025-06-16 04:04:16.350","https://t.me/chineselanguageselfstudyhsk4","N","Y","2025-06-16 04:04:16.550","",""
"2025-06-16 04:04:13.118","https://t.me/chinese_language_courses_china","N","Y","2025-06-16 04:04:13.317","",""
"2025-06-16 04:04:09.302","https://t.me/learnchineseforfree_zg","N","Y","2025-06-16 04:04:09.499","",""
"2025-06-16 04:04:06.223","https://t.me/headway_books_5th_edition_audios","N","Y","2025-06-16 04:04:06.408","",""
"2025-06-16 04:04:03.229","https://t.me/bookaudiozara","N","Y","2025-06-16 04:04:03.413","",""
"2025-06-16 04:03:57.646","https://t.me/bookaudio_free","N","Y","2025-06-16 04:03:57.833","",""
"2025-06-16 04:03:54.902","https://t.me/cambridge_dic_bot","N","Y","2025-06-16 04:03:55.065","",""
"2025-06-16 04:03:51.006","https://t.me/EGetS_bot","N","Y","2025-06-16 04:03:51.209","",""
"2025-06-16 04:03:40.946","https://t.me/GrokAI","N","Y","2025-06-16 04:03:41.163","",""
"2025-06-16 04:03:37.934","https://t.me/English_song_musicN1","N","Y","2025-06-16 04:03:38.133","",""
"2025-06-16 04:03:35.169","https://t.me/Tubemate2_bot","N","Y","2025-06-16 04:03:35.370","",""
"2025-06-16 04:03:31.923","https://t.me/MusicDownloaderRobot","N","Y","2025-06-16 04:03:32.104","",""
"2025-06-16 04:03:28.760","https://t.me/mtvmusic021","N","Y","2025-06-16 04:03:28.960","",""
"2025-06-16 04:03:25.295","https://t.me/zmovierobot","N","Y","2025-06-16 04:03:25.518","",""
"2025-06-16 04:03:22.296","https://t.me/IMG2TEXTBot","N","Y","2025-06-16 04:03:22.490","",""
"2025-06-16 04:03:19.136","https://t.me/MUSIC_V_MIX","N","Y","2025-06-16 04:03:19.342","",""
"2025-06-16 04:03:16.238","https://t.me/tigidikmuz","N","Y","2025-06-16 04:03:16.444","",""
"2025-06-16 04:03:12.361","https://t.me/CarMusicSyrym","N","Y","2025-06-16 04:03:12.558","",""
"2025-06-16 04:03:08.646","https://t.me/u_t_0_p_ia","N","Y","2025-06-16 04:03:08.846","",""
"2025-06-16 04:03:03.967","https://t.me/englsongs","N","Y","2025-06-16 04:03:04.157","",""
"2025-06-16 04:03:01.316","https://t.me/songsbytulus","N","Y","2025-06-16 04:03:01.521","",""
"2025-06-16 04:02:58.555","https://t.me/girlinredsongsss","N","Y","2025-06-16 04:02:58.745","",""
"2025-06-16 04:02:54.476","https://t.me/songsofthe1975","N","Y","2025-06-16 04:02:54.674","",""
"2025-06-16 04:02:51.195","https://t.me/sadsongslowed","N","Y","2025-06-16 04:02:51.384","",""
"2025-06-16 04:02:48.101","https://t.me/mariyaivanova227","N","Y","2025-06-16 04:02:48.290","",""
"2025-06-16 04:02:44.985","https://t.me/englishsongtt22","N","Y","2025-06-16 04:02:45.171","",""
"2025-06-16 04:02:41.705","https://t.me/mxsdi","N","Y","2025-06-16 04:02:41.893","",""
"2025-06-16 04:02:38.921","https://t.me/englishsadsongs","N","Y","2025-06-16 04:02:39.126","",""
"2025-06-16 04:02:34.628","https://t.me/SongsDj","N","Y","2025-06-16 04:02:34.836","",""
"2025-06-16 04:02:31.664","https://t.me/songs_tiktok_1","N","Y","2025-06-16 04:02:31.848","",""
"2025-06-16 04:02:28.264","https://t.me/Eyob_Mekonnen_Songs","N","Y","2025-06-16 04:02:28.469","",""
"2025-06-16 04:02:24.904","https://t.me/Yohana_all_songs","N","Y","2025-06-16 04:02:25.104","",""
"2025-06-16 04:02:21.857","https://t.me/EthiopianRemixMusic","N","Y","2025-06-16 04:02:22.054","",""
"2025-06-16 04:02:19.125","https://t.me/BlackSoundYT","N","Y","2025-06-16 04:02:19.327","",""
"2025-06-16 04:02:14.978","https://t.me/Meditationrelaxmusic_bot","N","Y","2025-06-16 04:02:15.185","",""
"2025-06-16 04:02:11.815","https://t.me/DownloadedTikTokSongs","N","Y","2025-06-16 04:02:11.989","",""
"2025-06-16 04:02:09.019","https://t.me/r_2_a7","N","Y","2025-06-16 04:02:09.201","",""
"2025-06-16 04:02:04.653","https://t.me/flacsouthtamil","N","Y","2025-06-16 04:02:04.843","",""
"2025-06-16 04:02:01.609","https://t.me/chines_song","N","Y","2025-06-16 04:02:01.811","",""
"2025-06-16 04:01:58.360","https://t.me/chinese_song_bot","N","Y","2025-06-16 04:01:58.531","",""
"2025-06-16 04:01:53.899","https://t.me/ChinasongByAhToy","N","Y","2025-06-16 04:01:54.101","",""
"2025-06-16 04:01:50.769","https://t.me/chinese_song1","N","Y","2025-06-16 04:01:50.968","",""
"2025-06-16 04:01:47.271","https://t.me/discoteca90","N","Y","2025-06-16 04:01:47.460","",""
"2025-06-16 04:01:38.763","https://t.me/shkoreansongs","N","Y","2025-06-16 04:01:38.980","",""
"2025-06-16 04:01:35.352","https://t.me/djmoon9999","N","Y","2025-06-16 04:01:35.549","",""
"2025-06-16 04:01:31.934","https://t.me/bookstoryforbaby","N","Y","2025-06-16 04:01:32.141","",""
"2025-06-16 04:01:27.958","https://t.me/music_box","N","Y","2025-06-16 04:01:28.174","",""
"2025-06-16 04:01:22.296","https://t.me/lagu_china","N","Y","2025-06-16 04:01:22.500","",""
"2025-06-16 04:01:18.717","https://t.me/Engish_song","N","Y","2025-06-16 04:01:18.912","",""
"2025-06-16 04:01:14.787","https://t.me/China_songs","N","Y","2025-06-16 04:01:14.975","",""
"2025-06-16 04:00:46.761","https://t.me/imageToText_bot","N","Y","2025-06-16 04:00:46.940","",""
"2025-06-16 04:00:41.967","https://t.me/TexifyBot","N","Y","2025-06-16 04:00:42.162","",""
"2025-06-16 04:00:30.446","https://t.me/library_Sec","N","Y","2025-06-16 04:00:30.629","",""
"2025-06-16 04:00:26.336","https://t.me/BlueRedTeam","N","Y","2025-06-16 04:00:26.516","",""
"2025-06-16 04:00:23.156","https://t.me/RedBlueBackup","N","Y","2025-06-16 04:00:23.362","",""
"2025-06-16 04:00:19.703","https://t.me/soundinvestigations","N","Y","2025-06-16 04:00:19.906","",""
"2025-06-16 04:00:16.524","https://t.me/OsintBlackBox","N","Y","2025-06-16 04:00:16.697","",""
"2025-06-16 04:00:10.995","https://t.me/interesting_knowledge_facts_tips","N","Y","2025-06-16 04:00:11.169","",""
"2025-06-16 04:00:03.168","https://t.me/SilentTech206","N","Y","2025-06-16 04:00:03.337","",""
"2025-06-16 04:00:00.104","https://t.me/Venari_By_BetterCyber","N","Y","2025-06-16 04:00:00.304","",""
"2025-06-16 03:59:56.677","https://t.me/Coding_Era","N","Y","2025-06-16 03:59:56.867","",""
"2025-06-16 03:59:51.114","https://t.me/translatekh_mptc","N","Y","2025-06-16 03:59:51.318","",""
"2025-06-16 03:59:46.770","https://t.me/KhmerSubtitlesBot","N","Y","2025-06-16 03:59:46.969","",""
"2025-06-16 03:59:36.612","https://t.me/diduknow0","N","Y","2025-06-16 03:59:36.807","",""
"2025-06-16 03:59:33.353","https://t.me/codedamn","N","Y","2025-06-16 03:59:34.430","",""
"2025-06-16 03:59:26.723","https://t.me/top_disasters","N","Y","2025-06-16 03:59:26.970","",""
"2025-06-16 03:59:20.695","https://t.me/booksallaroundtheworld","N","Y","2025-06-16 03:59:20.893","",""
"2025-06-16 03:59:15.097","https://t.me/estimationbbs","N","Y","2025-06-16 03:59:15.284","",""
"2025-06-16 03:59:09.424","https://t.me/Agronomyspi","N","Y","2025-06-16 03:59:09.606","",""
"2025-06-16 03:59:05.760","https://t.me/Saving2020","N","Y","2025-06-16 03:59:05.956","",""
"2025-06-16 03:58:59.928","https://t.me/bookstudylover","N","Y","2025-06-16 03:59:00.085","",""
"2025-06-16 03:58:55.901","https://t.me/PSYCHOLOGYISUS","N","Y","2025-06-16 03:58:56.099","",""
"2025-06-16 03:58:52.951","https://t.me/selfhelpbookspdfsfree","N","Y","2025-06-16 03:58:53.140","",""
"2025-06-16 03:58:48.622","https://t.me/Thearybook","N","Y","2025-06-16 03:58:48.842","",""
"2025-06-16 03:58:45.192","https://t.me/ramolpdf","N","Y","2025-06-16 03:58:45.375","",""
"2025-06-16 03:58:42.329","https://t.me/audiobooksummary","N","Y","2025-06-16 03:58:42.524","",""
"2025-06-16 03:58:39.067","https://t.me/booksoflearnenglish","N","Y","2025-06-16 03:58:39.264","",""
"2025-06-16 03:58:35.451","https://t.me/ibmarchive","N","Y","2025-06-16 03:58:35.638","",""
"2025-06-16 03:58:31.359","https://t.me/HYKhmer","N","Y","2025-06-16 03:58:31.566","",""
"2025-06-16 03:58:28.261","https://t.me/Briefcam","N","Y","2025-06-16 03:58:28.460","",""
"2025-06-16 03:58:23.965","https://t.me/cctvvideos","N","Y","2025-06-16 03:58:24.169","",""
"2025-06-16 03:58:20.485","https://t.me/KhmercamBot","N","Y","2025-06-16 03:58:20.676","",""
"2025-06-16 03:58:16.755","https://t.me/ecopolitics_archive","N","Y","2025-06-16 03:58:16.908","",""
"2025-06-16 03:57:59.304","https://t.me/SearchReport","N","Y","2025-06-16 03:57:59.503","",""
"2025-06-16 03:57:54.306","https://t.me/BotFather","N","Y","2025-06-16 03:57:54.525","",""
"2025-06-16 03:57:50.827","https://t.me/eirsvibot","N","Y","2025-06-16 03:57:51.014","",""
"2025-06-16 03:57:35.824","https://t.me/SANHSiE","N","Y","2025-06-16 03:57:36.027","",""
"2025-06-16 03:57:31.814","https://t.me/TempMailBot","N","Y","2025-06-16 03:57:32.003","",""
"2025-06-16 03:57:27.566","https://t.me/DomAi1","N","Y","2025-06-16 03:57:27.786","",""
"2025-06-16 03:57:17.760","https://t.me/bookscivilengineeringpdf","N","Y","2025-06-16 03:57:17.966","",""
"2025-06-16 03:57:14.416","https://t.me/mmotoolcollection","N","Y","2025-06-16 03:57:14.596","",""
"2025-06-16 03:57:08.354","https://t.me/E_Document","N","Y","2025-06-16 03:57:08.558","",""
"2025-06-16 03:57:02.542","https://t.me/EngBook","N","Y","2025-06-16 03:57:02.734","",""
"2025-06-16 03:56:59.327","https://t.me/iso27001","N","Y","2025-06-16 03:56:59.526","",""
"2025-06-16 03:56:54.197","https://t.me/musickhmersong","N","Y","2025-06-16 03:56:54.396","",""
"2025-06-16 03:56:49.238","https://t.me/chinessongs","N","Y","2025-06-16 03:56:49.444","",""
"2025-06-16 03:56:46.537","https://t.me/khmersong12","N","Y","2025-06-16 03:56:46.740","",""
"2025-06-16 03:56:42.610","https://t.me/khmersong2023","N","Y","2025-06-16 03:56:42.810","",""
"2025-06-16 03:56:39.230","https://t.me/chinesemusic_by","N","Y","2025-06-16 03:56:39.430","",""
"2025-06-16 03:56:35.665","https://t.me/iitjam_csir_net_gate_physics","N","Y","2025-06-16 03:56:35.852","",""
"2025-06-16 03:56:31.839","https://t.me/ukrab","N","Y","2025-06-16 03:56:32.027","",""
"2025-06-16 03:56:26.323","https://t.me/rednote_dl_bot","N","Y","2025-06-16 03:56:26.510","",""
"2025-06-16 03:56:21.980","https://t.me/douyin_download_bot","N","Y","2025-06-16 03:56:22.181","",""
"2025-06-16 03:56:18.614","https://t.me/bigbangsongs","N","Y","2025-06-16 03:56:18.804","",""
"2025-06-16 03:56:15.450","https://t.me/informationsecuritylife","N","Y","2025-06-16 03:56:15.638","",""
"2025-06-16 03:56:07.941","https://t.me/reanmore","N","Y","2025-06-16 03:56:08.126","",""
"2025-06-16 03:56:02.216","https://t.me/MusicKHmer77","N","Y","2025-06-16 03:56:02.399","",""
"2025-06-16 03:55:59.167","https://t.me/ebook_hindi_pdf","N","Y","2025-06-16 03:55:59.350","",""
"2025-06-16 03:55:55.803","https://t.me/Ebookspdfdownload","N","Y","2025-06-16 03:55:56.004","",""
"2025-06-16 03:55:51.692","https://t.me/everything_get","N","Y","2025-06-16 03:55:51.876","",""
"2025-06-16 03:55:47.162","https://t.me/ChiEngsadsong","N","Y","2025-06-16 03:55:47.351","",""
"2025-06-16 03:55:43.533","https://t.me/ctinow","N","Y","2025-06-16 03:55:43.733","",""
"2025-06-16 03:55:40.337","https://t.me/LIFE_CHANGING_BOOKS_EVER","N","Y","2025-06-16 03:55:40.523","",""
"2025-06-16 03:55:37.189","https://t.me/architecturebookspro","N","Y","2025-06-16 03:55:37.394","",""
"2025-06-16 03:55:33.359","https://t.me/threat_hunting_usecases","N","Y","2025-06-16 03:55:33.567","",""
"2025-06-16 03:55:30.479","https://t.me/BENfiles","N","Y","2025-06-16 03:55:30.657","",""
"2025-06-16 03:55:23.035","https://t.me/trafficcambodia","N","Y","2025-06-16 03:55:23.222","",""
"2025-06-16 03:55:18.903","https://t.me/WIZARD_8BALL_POOL","N","Y","2025-06-16 03:55:19.090","",""
"2025-06-16 03:55:08.014","https://t.me/Udemy_Learning","N","Y","2025-06-16 03:55:08.200","",""
